n,subjectCN_count,count
761897283368332281681118843873396685422304960950117540707051978618841540854754229536921151937410540626143276417750924940707903672575951904985025870345347218970427719139342324686758511270001203028189537845816086271685478978203476838531452659147325681441333208093433732359676223642958219945721510286166041863229830754193057411320817343879620582946008756408652873431811115439872530643899571183819317080142726091159118295472896965238088047526516135674839047323324727003335865188300437816577114108467505603241447828714065193482923263936206751119553325783900806514736735432559032509043184956542575763399571772666783880484728687514394594787310470829044025367918997125827951711594210984863530141210685557526216469848810618809937152440090359923266580165115356840581516120852570539438961074940954589037087379561618187213611025702646895396621097850347421322154301961274993292976977165965578255332659865866569764405721705552984947686063657259129660742177421225860305575552300149608358383636791548070787504536852157703749445047227915397115400795418363289884518631103191360511967480515383628683047662248777189768096059840119403319129605729721360550018602655800784230801452127269248773184476054840736479748431279703064818402228031438748593139222479,1,1
913662048197068403976423005796581719104160968461384663130644740177319523996160979111427498975786056492949447557950919754513602858831653875420293912322640999001220089364047259379110987500309890460802062271450092864074640800654895282880050896723398353723992666335367734118085916090334665158321408752905292220822069466209061138606440939805673005453972275842640789797965927061876176682447471800228097097807582176545482925506279789041742963397101130810770846802385795164333282755060954234716769391278565498229249537431146955724195418130471680852625249759859119977854810006135621575567871666688150020341671138268576669620812800068630983522785006343819216618746058132229666889976384634292538420705261419480290606708835993826302485256282676316969531812810350360456153351718076337619016739585057430617511329484138602610052723559741171177341920348650525637160244442439604079082784047350525165964757943368280887172522694839330692335605936984064975735992661224444631884366526975863630688903227512405012017034877618041415927152251646940378771946228626389960924142359077862436318439600490388220403093611193828462745547924490707673176057231342667037289125091532863794562444092143324267509670906332357607025894893986516247598779079635610736924770939,1,1
761897940710238743175925816341389818820092697728710521747651025037934644205484841518494250571878825251374150978553221042982732199930085788538339172067672606756560543247900010612368921404924261526950548515435575471213339530198633969339537903662278376842067170598861782367313383689693810220466226025750207295489041279798115010024866576568116554210025635501053848126212970320542743572135573538900980346283288156247851234183164192947579272105618162083677020606307474280063496024819492665810027990925213379587791603666239483916386326967955486912774629456158974245114368643032505231732159903699186680960133490583411929487950423011363881674564655698875107981646618441579450314958366591242151840164061441569542863012290738942170088440149470675483138641285643015334248188353025839433047419244574746594340974334899662872662848225848349922946131563220276519583286968042657385149255199738373643259791795334205111424382146057094507873154748854987780805287291373030532281665426298935613894716049325272879549050698497479085920178850405602867652525274991049806380180084419036334551034345681863423484358501396172502603277092413477415096553437737174847223155017740178623801575087266937157870463153575990307952009565156356592754710593940223941010982451,1,1
913662151210334145588568990494674627384395928649278482696005761682654260479087699868106204412189694555394201691704298315536317718123336139087660325140246151793906539463975339992071090616822024693285996609937196621010705191708041446492368907109617881675084010246367207668301222443627743109902659911365809596610666795264437660608157847557552869201697669509678418670138353444262423606433917263618346210552693030529833549581342592047932959654530615795705816257875416228754159526331764577712125292344447678029114292589979448557036141312780723612351940393969920402740686982318960155631727197330307572839028435183944577750529204215571159209813611286355158197862127283158133775598035654389475378640794189720935696889375631121820791781993170445938430831836415063878118938772340936045859698938608325202676930715866380172320589870258409931792377941759692256230602730151716256924322441059318293507394368239969499172802623422439465479605677021603636424739395524636185719073157040488190090891598735311649476578612339607783643561878453447984828044857740517953197844590723265964811237449701602064799905051352306657237842865933349352247005510404409832895422874226442355469556533193875111767850104892000344234767579929491642507056960507207693653940597,1,1
761898034253649935219298676236782382890383230809864870565770401138806300087104850162439833832935392543992560089222257567189470733752582561296462509896699897400554376650621038522503066458808500418001456443615874270808599104863527479306960005191181702135464661903071434476834493742042548667145252892167659650405191792508073034285075494096689598818322947403918714640901210886578149333411593758454600239345168093834113439368461380561415871058074330099824807635779659518874438336426784228662358154437701846005687758686692630791094949835443037797075149972678611978795149430507354866812020991669709125061079803494635560727339673999985292567129008372755870243750629127402507691961283451001005476947251127884128739048275569070946269763448605268156603612184585101431335917130700238481193970796933839645331739179406578766705106221675976921379804331132468106313126919642010274381446888619221556737036291100018448623393199724012073655415801183652367561456744275896778572632543828238195460569478128734909570935020867093558231059977817464522669241322379257930213434867951890610800758802020189724521297902279355068675866414541465068399613163445243744278443457262120935472018533668431982494941053072038532034989949165181293278998879360196452270199239,1,1
913662335248885655830151169910474595327003241781821532594021283770792908939789906014711335680799594293001538170150378924212430906657440659783441842752097195708657104414090986306871558746095177891474943025962104849788337552023028821674576475579422253569566337526632134339722758167904637730382265735428656696595576526173440119048264285809526613611258082710889432861149629462163524314316192377106222300048241750785845789543732984673158796540492092915368578907381952071092949396546030579397583923246511403453866126077904270862176927811900604637376717154030454327892728473637782829477723227254657190074044999047490347450860145332768171001008859497914431286344916349327197343165655353973272791898544268294964261326807934909588298275356534483481061725552239461691275803353367482631426596254607286332435770334882505548626949962682337045838304829194806875240246081370978903663120812268627037736969388449613733572193627853096431755107622732575688388183852459362642369432060334087324624362006672892170521913621178833579667408959712186062253893220086937253755162137517846350772643843600126629918904913260691725434145598135816244462222778945633656933399779327941056397701747357394180596696787954500173563742667428942296127022768766940095036115489,1,1
761901394452270368774293768926741763975468843193301173803966111894311737020318763628637807372137251379296003613134807517592813819050610097406435389943631199088286389664560882027575443996410070453673359145802148469410152338436459754386941457209239168281940000591494649123350107548258499199815298912187973576651339302064369642999125904840528064492395534053477075004521411927126754519331548305536885800922259554823922783183494438012541948499807573148808321937008907306470749687122734225118848938927454817444671050947739564592549528616785497826068866810307362932532178968711559760067727937702604064137334875164571482020791867249103661139824371511846988554381914748367692100487257379052530036198547636629254651419345814164376702401911210340452236656307065348819844458544051098331097965399984775432451437389381413417525109044897448367869841229520573450504978063506413621016680010222369968270641194744848231686185752851175327163734515253425884986434490560380502529155877056211065659651441290368565195967528904604218146518791267251900245913405898970443682115889695546113982448026017780779982917088688117584897621656919601965508180750175963385565759797038370334748053974206037294909274836093121381368652314247142494356009115954496602258060773,1,1
913664412062584041916367098313296199548461559269861457802301914898045977270346720314370815656571304849019781699382940757598970395839395121057659727181852501237865448248429750010078145061936566111080640832080606752144234304698900220932098140619564556005835004139902485500500696753896578318269609627849404727559344695826548555577162731968777778468077951728960930972587337973587650208839947025996081853621165817328033184273419777578911283753914496273814994097870231364104931475111137913111583859291949574107563667476465843097894604433876022873091964529781675387498963268293047440516729504136489573019997136407753085346260955176799368018623958662840906486222048172704225141566839302542075996325505916315347513832672805372469158234704787279606063650515007735601475485183785220376754039706022546057964679545049080689885369512661359955514797681106234600129041393186994070530169165533225175640245788352286456936808849163586843116856271676481149074883179506231800586894111197499748089703737812400079625984461400595301906265533226262183504562043481515602015995167544656248834124158504538128016789892831710835038912698055333898042259669232271869349973303269149640620990721872821518735572239169111934659037729366247678670226929139386407804561003,1,1
761901546360955260713408613460355458136975710943680290039096636477273946269232027188610779322643258062091058685910460997120744716782864587609769780000781032175604740854730000205079149321285562751988065088229791629847667014761783326917102645649145867340170168221481143422342039184503906425076239260699464892538635117237210465479244246443216661898693515875661975778204572824554883394964637784073378792021004372777577736771148493849065827558523791537633068046404668106963382273118428811275504549221747770037626776506154955104743155224164314003875009107693299228453818447304779573213933820351749443856008520880526396102792489445762516132515646755063589767715977578153546029757147074634525284231733794444454180859802806582153813796354778319599165174317285975083920894870947724738900526426405551181449940754772811594365687770748845166340463930509872405755883530421789463210493724089691784939186251560792104839776309775425430825787182098546357146020156688734625453743850572500455759605998463736262102720732811023710413169369521202307307420403342680894973470617566340412900014520283964113619064178761795824132472609968038712279290174264725555580380306488998692653272679728079211282302740925485818802101238564959056806578914381544547256492823,1,1
913666728269579277174369720442992381820747670023596984127604007209065394368575946759725656081250482428619289196880243797624830946801771805428454830755937140849176596252128309759640425712420693418312394319510769225689125641898430286719171347999786690424535804921170103483542714267294788127236336408883457462266321295704880852223394859519820245825556293935510349891372644399941598067818108803070547958188783279024059488761079279950716838772798134501459174653725211024492081558466804921038400384811675486437029465303823640210743858796609306246636173085046697576198655681605463046117452564491108818983315210442908209421768986754159838568748220009287479494264883181134502483308631430691079768964719592270712443714620699212116528331215282530019326826478677092197821586682153627583971506032246707505226187091888136647246416114531053595743628696918475290076725685294408507171986059817078979044872815105805716445544319221351939156785000240672222447986850934698774924295819959072828459130832577506989074157007458614693038511875272208377452860851116970423775941228698413225944489704710075975815738081953036356424982220558103240614791047245631180278213933156596309683356427862148385214053467987997504342083533431403442425587978391780355805886259,1,1
761901841998014152942385916140005895973948737526597286803204780222604677524084244766087683297426880766048741971445873200410105846238412348299758778707192001252545519869968478947965347170791016225946832557071757149560187364165624286488254604680870118143364839432740758498000161475224584081122156209151891610996148659893839326786557729231028433845675629605307647556605872489221555387520762820118834116197815092926464306199693140458433800697988951785276846816886601353982391662999655768249674162660072042726647645882443929187202731538464821484086603416340435911751074505451159594148877428835415284968207429655055500211928338621246471850608180932692302413637543562158380511718607206856781146369308401644787610437670880882099833919102570509540055631382543240289560860015183505270107631532979678623033067728744864885439581519295236080540269806855725976798805618606630380008449673741879834251975244442032229391533897403039192150115115630306208614575437860760667408484468658158651236444378306559521981979961192801032717864110267937839141541873063632019935327137444639180364243937925139794754057909660032268177739720453125015416278852143783195250103045618326177640852627424995075823277077636798650155019137825774210226713664529607940360201941,1,1
913670721601417338622970864534559179336406449142835571575413176678057737545086500262071017409517660736755222862785763509107465662265185227276085221218969311058829356742137241019429568362547801842599667845102265878275009535026896147329715860080339642506077133135478561339028840745649288384084597076313817601334136310220976184170360767055925111182484602049387712725352643191412069680902280130294031537102739407980176671880863163476375317626496855255081953448232378645203195972697213132533144841323957611015253848625031261451324206187196208066922604925755659454597339724119898443679360409674478700196231710527311048651617824282517272252917374652780122406263436607464972362003665551480629828579079641643178136788109020639505221659498538779055510123269661124977146005752697437367308017429104957129991403414906888210811781469100573831056393410473119022048752175366558302172472499491679340523695815587046285197828449348084011076314056593013059885395225788581195530899104359074151235857001620605213677612047171466586991198403544363493937198957291356316084242298577850588960544871602460933289517993862780735349935645531399932692659845357927854464064657411159137383412552938188182165475998505969711899626927482979669995950277568502343105065617,1,1
761902438268193434551936644848215757705315850252084813413121659873309326137317448330635187141711986022803772780057588576469235053487412589277077007100735763401032287061253530342956649120521416217498845056099198077949938514097887822467095056264418632232220072087155378503260769048622844245672323145256823308405477018485249612410119594015379624873511952825085409614211134203597550584160663318662562722841778151025406063087972641793095867778764987861817900292500698575372744490990144438616074013749485748421134916991159800066377974278117874724063907839453972199807745059956318780822131708848362153326965734610786774831751836468626313964075018730977700929569315806187217397125836758086199303905687631644831447896312648745472222472064563180371953432306400005162248500959685725021472728107403117905439868221013424771307965265346044042194663362541984916428642316840775338377743065420552168580431253639697933156952926144595962962947399207767758320805212339175637099900755035689151067105863703673736954507697322490131167427685126141714844531334359882397437621917617757177368845178904480554861883347133948523345125603217522067906011416525132324121076961521052981732947377526127038810261966378135523766553192675934067894700378938452960231947493,1,1
913679097610447546389995636773960096409291885673194490442376157806263447771007007014434496899999193459757775028419574447464441388174890016933765517382472598139257829440410672853028418240913470392468890646560447249981304840825618773755072924384759420486896211754286136859908315751747328189687971045435053787132914853849218134469241047553713675395243905119486754646878854219594826829189823730345391509168719839161289894464219222645669316965184536473695313751014668742144551992630759710324874800566823080494508243962524295195003269677816466815590558744200631242023045202220079293839388277202124841317724054474202425413473965767969575651819332924096839219879597144754060940528348658623510434749333142096077878722436817399904983545372053598660024791301976705923552491182851350676224789750547463047549968684737079429657260627476868265212611732864790276508234431107080089296125301509062945691846507853843871144631960688477121383302062858248425803783913969690580856935469555438707316186614356928642046603355561214477433722271104419169384804008027965710125039952874280141547856641604352080507676910796183247350735260691303695403096610765576672337070272456028479626708101107194588078503615449000839418687529458835150297666559193136519149008201,1,1
761902591112790533664902507389618121465108135192984043407698946994601374300055993278745167755602414108615632420682135690224498446739202912682679442100680136059908369773966915573952372386906755598845102903572479272954905764528765330129124544347358880090862057768383259354505889889964365585719951448941082494702379844074202399860562620210209227886033861641175290113541426115283228770506878732152495698491883453661250194518461265288724352805639870392558170267655105704718560906230398141839061265098862829001612055004017534814770117628603272932494254831985367734135181678463284487066980766033347069047056000509520964240610499984904623303594255965863090407111067171630416059656190008092735211355538459724505732268768310900022819524556434857942064774004494428135611678329212006593450003218589144504471996090371728911864339721569409808227290120284935258699804105640738455321526151581020358099923483174410530624114524421666749672904563249881424348841926718706739932004424864555641602514049413827522315844923677386665816349498033636499040911410727918022565617983952491186481836959824761761977849466392873609401104236700501776262355144694773732575137545299989207467479572625288734674587666886215376370324786263366259236259893867143454214675073,1,1
913680604951464940075649206075579441577910224903832573325530894401141436529234192257551532993922015759451110433279191450849213023211108087744119667030170789831076022693002570077355202680453106871383582912028896294407060685409574185256257771402692650243510808159794569288230741374044337140182055188066487126972261352636054582590205921511426983211847973121088761236475310438038933428149045707742520716404292090313597935401877346629861576762370804237732983059017273893958755861064212750545984338122185802747830729844283195991696511978848208096065865608664812875916529485634130082946213309270059404116047811350782599585893605044697629384759927989900958174616659537594522617179723083051832935829160728738078379984355399291984225519708982072687826081362326185785939965092245261706122396557483314532174994720137929750564464550860426250165373385188895381865292930407465715146245326892508936327953230219444805878043273404020663282529983065626375281325954754945770351403679037495319912805826866937700487659788313296548244469323133236510706938036710352104638228462198628153434860528430104125939094572929364750168090812884965092748655790584930024947310356288651076733562674677210917269357166312460510476805446788192136910511319195008536360810457,1,1
761902598415778946673130767493007590665539453201372034543053982832675293576006760404504642474333658423233991156217548140542085089013446034831384173464572043463889864663957217524645566680416364398956486262556371863336449309375505998283551730852649474538316404117749717117197994229703023043463995068591232654135624347084743552346645899988238689795716983702139886379078032583977287411522004707967663449564852578925562587450648622098964411040588908768112107136621697964838137605308427174942942430116044676594554606392313279826610275688247311160919321896830031743501750827253590859959726309581398277318456596004288654595350132381986333177573519583004608508519652587058133882981239129012704999817391945389669140625597293217623286063466018220750183288153117493310829783142176115926112507655794580736697131523194321503502288994003230016438820110762455657856274745241256253984315901229814018592560198299879872256619293574512973809075693114022204762288009885534403264729977591679922946598515973580941476367921878494429317773893715042244827283391074563615511493119222910746809009601775385718969925294410010513435043475063920164323186278799766134428208231042132187318758029098543640966648377395395778566603668955902208082547543404110471530191507,1,1
913686004745466507841543450875222849519349172011769741260803646499479381861144022536243242970033926146903817190726532985178859580241327335328987211979932299474612860618967432029122579364801760739784775782565434141195572959284111832092173284478155440759458550080897259580451461355358743304391874596135669656315731735962542644300979347307819561194734890989842144510582161552329665469679979390027772024966169261963522777026711670499827190775854854245550723744755118341352407737497579137115671322287316068550378609723150045502171632473863702780258081139832574710256754852469021124902136727726268505647862534335481668076328465655305333797422437940697678173118270533333333657025348329060529765735653628959017465042057165210771339695801043860088699428989818072866381646336753883651571795144970648727475233803595822527293512163325820065657212391952390397758022012755974329708715674093888436017905295901803234733847672061168088836478098922404342551583253542026937176523535366001965385657224577918155340955632468729400298869440284599768335495627215033868858842935614391076293207682772500299452713572967489726536642886218362981084011098877615725938886791302665913709876031149974860094755993329691854322683827621361176100454085562021036878520151,1,1
761903402567986500440671330656849426099648051701622423539845195481667806289098119332497602097587309737370875729258449248102338455109292948333612279748623191829502942447219860260108112357292621276966226615016898904043824805901222281197738419668174862988528989398075085336213621722090391022550149288655805313926506896944519786866907054474662666853335699948194837059101234983554424403325672094023852364004563258938914403149583472658941335040709859834665655030206023457451881989621763795885413183649295100902719188678015263234993507081694457821712355593016161114661178812345895672548858547403215487451008280961959038379561349534501147280472996712090519289787923548413964194187746220765004133027319270929907424456444051908256156527676379708767215595646035834749880153876046128928692933882479162866826790465127544001619501078632422311421588499965285491305917115820749994065146211371326294916766288249102401987169388212883482020142535131993190143359087061978330461735637424459658826671748188487528274074807893641798045991524012729932692684466822357835945037546943221722611817418318474794647532451791390110629444440311260974386509859215724076304169025919691499831057122900168835355590579885905942846513444257096995784454348403386946285337703,1,1
913686047791842060551825340124995281178128657512088158923258854221291584799400829279905706395249762468893916573973925029755516138246258229546563526708107906555432490512762535748720715734396125037805147106057797518902041258210095221092275460308914389841145463696364982547415789348300033496770929456096429444997995348744788888055731698028369684240061890819558970373698924835411901790186872235398822855911505074697904525152761898433492942181119229639370574926980801460344926087674957919323930771240912542251750806824951073846604897199434810843896439700896143587870841873022893639222357321227267567171111487039138058106863127656199440318088453550375546478275833311363590693773895977507226623406007056705336520289677900543514998976448545015299926007073078920176306465353600693307538129217896069698571982464727046796805804110562377737051405580306182747095940021627662518485484567222669723175931091813609976911370071244085640299560752627600158591743279544929089663976818356662260950090325672999564328323398170186907826591434121194741627444354714311787403134421573400165317585825265120529736227547155359375125103748252405535730890443826054125101967434523858596336071634319694752616379964974419109633221989294276783200189384640242931108593769,1,1
761904718435878047961017398206887023332480363032705962509536906808051609916135358363632797163887504427066262928688656692265866581249124932339301004072705831644991276457323727723789434306727221014879344538752564914623364611627719217741664945659892294869426446722034079682401698569305226386008381792658521392264162934319422838121553635177985862253280800479772139897786849040430427177032554096215377236047375384008308311029592065206433150350919444537117138664731170316877918108534816731832173019124782254654172647137449956778930926023331947866799035918896307852619516851199189388154727818530501879932034079758308878794659944916806652505445564059941024772723831275593362305704950126535775132826796237391962991476169383194047784955636723538762523899204544977503353593545084516054635747101461159294686041573120773143195311000156215698648492200470960460229848385121511979813234063927785633302621610867934375181665663436552411745246185112354366675801011006353138609491275592547484855082088999012342532021422370899298784717277510223907241757834146384086146102805815242309732066729637512479781079327936750988088961794744508190611334626295551056130243790061150081218746667300845913405690492480095905699661255079142407407895049473563923888077137,1,1
913688918490808660185139657846487359520289529927541285657877367800487386909507749503628828080277522584458958751251784197774704071685447038137360028862443918425759396974307971596432282267105580335517051376185006920238876787466467073417204602441974511441117211766491014534804964024918406220376791964379773037323645086959503616101318396156292189457909941584835114818909952521004143289589169933359282320060959157379728439224179215735820015241105386415773259113596702690388202766116720526290886327256130597460682143391703111145409066475014414065272307546546849932706453567427040231145457712574115860859751190109966867288327932621285849248008211742443891800119862727042455443989741247917300879274946955308576127281300773776809995534340473663012120607822203586084872285650213893986546556442077628145442010388445863442111153825781780342800722128609749719253320421495926755637503580881710251304746462542411290763077505744911369177551928714997269083667837846219236421119927381441262780512930312421352750978909208408830417276026290221746266643879724580023371833127187938100999415161719437476008538709596959897011623745801935965710598430826002983643672867670108244717066979572481735264685885434685242657360003480323143848716943613972745774295937,1,1
761905439015791763001519422537660066478921920176656190520825400801512328504178054655552257072568618877723720498892151701094387301590849048618107042489105987787081187343890706156375570058768629252637430660520975508544981739117630008991645347164177883752991407884008865869569819444475848263065414641292739510548224703999889337625767133416331227560441193817041116735484032987914031431799119129548167501599135399714999519398499113230133496679673022362698724131213312881849926356538135676974431832690392083934981625610388512194358900218582608339782485860306084182373802700125021361644614396117371628279155178790511257207043013423441120275374992656295648104004389101809916612933633735449615782090602528606437018141225667745545203823441603494494126420472679987951690024624696850582070168051861588168669574152959136986968441934546693353485878118761050743775729957380341719193564920068544718791536058638240199209900969304441629331956253919029240360326779354145742507461823024365743702947176159581640313835553894412435979030077788214144888759459841302802467807569365996438139857848340058198622143427863477640231037796482468450910841081702345463261600314720204294647585359278165962359084411433108227706694200967261205794391338314998735849763561,1,1
913694455270713432113647966198466860439412152922458181700398080378729028492487236629969499203758636606068792984658405332517897664330884725714278702731530099383679222949021337395710651990869340238428815333702698084848863950813109252012402919735234467019529275420519665440403302251581308110145937878850785438889866337629663146255271872818439336011460532291618062833849676087504002805949814429099074876352969594537812690479804349740385229477171260035754766411901281684819397685108841547260360841754393529737679901238845840612361761524378598235915725453704058622894666485915968130220920259456081432996849605795847555833625279305904040027347082876866214746577898987114371253204603838932121366520649682346509554416864614337155650981252635955237303408421668925011066883887376405538896204004014351909768949750746194630256038946335020271608605563044438778942539239188561167584867644802753313318933694546661233837160635722930976922747401174736711613427477633520039914235548611272804891059299238623804443061062967500130768263618317675843331634119519813503954275512038975666308194114029433460881319543844601030346691772426108597291499413735509195806512237034729808370047341281297817778270176496593551357701063766405856353937747277625507834511413,1,1
761910679689840290972048367799208448418781508907053957514994159644439234110661118147574723646766858160602012195053522876110408699578680010130147969846313049776098983660230264765620878806674046384747968828095335155082731574291385792377312105249831576920655806133382694583319025714694603271854665529806762503792083276137065728207236312393375870649565303187095801597092039716347958424038932493917101394557817029622472469393323664577801366196605992216387448591050425375050715635803640207095046093523375286610534792707035750783471541055060904914228527110578337126514151365649726215335150550975847700278622176544517775951566433697890475297517783224312063141040984387040560503298512534126774370779605783631377334956342802551652746182513045019488253529222183566988704073963841963014235370742361514068086982647819866570352248428986556197112434252512541767529159576116141092598530964203594780797366181161970013193567877410200033700925365570723576550721129963333209010202571137069142075197237379651559919079934596349840700343081189922739191178351189694153721795790751081789697068486002560422643544699907092920696312517718142328021051690532660313686567757139645493510830887374768264456339745208833084345165913624173061840410563288582756646218761,1,1
913695001742592146609919933718723390257962226930297826723198991710946934927583189260611292382490408073516546248160561006615197113798180180844771210291223770185571820956751300418746333106769241122177888314019547393432613083333807823315430135750317251692982619393639478753272471880594377804252656766427837552378284994005064410754458398705999366428447496782922831932637553985433777337591011888307818524979425453583858665390804713894269538828219767004247002551001892237007823571033619372338900049730191500660372476140122834386337160436714762595404333386823457599134047666007120610753189848713263686492360626750609538109894978571322668187257313526344378388605110174783021077935466491335317986906728326259492336897880218093002684669361593563753661916917405095625666082422785689575119182557842520585450628426322016484896190314275435663669913702003280810451717404559175677622328666853333339598040429830203025484035640468491583418992368062776867206584190200360616904234149498293925478071000065673765881440559855893085313294586244370551818686450308899244360611040166389824385729217546965443507575587983630995218415083310286227039526911483650541400716232457942494915657250475739416823063271638823132011300215768802352415931664294964534806661471,1,1
761910966245855965973818700375545001577782282209539170497011449968946252006838190982653743548334685226615792746875994979312656030224285726503180544730350884563026243984700158019812224948146673245885469752017338777743569249636784200752866599944458895601576910178714606352414246579706149908984499982218588458352540534506664454336958198647677259483338091275989905024540331480730277474392479884362572891196883906335349377634914216291716488158567273888547101929305823229268669289482703770158433687319503213327127220017566141760590500805413599650277110490435722108291088396607307491384618297248093165960876231852499287089566882366569773571632471237995365611397006636713488973826892435789111589661568030653941653259849343570509258671160707994013384068141529184797466374997236477130039439284631746314958465517983465975621941512883819966304502482523056967129077320333982348094986492031961093404479670899857458934934760653462800931571631758968948462322172051265564550647274013567168107733996785904516669525985434904106300236173440854125496930387256228080309215057138511245941515613806917832402455542873156434275552012915586067241712215380424212655781673200500626654901891490859992413507721157994810511904157396595778853807672787034037342704423,1,1
913695736364608798404535535101704678919213137257639009221942778841462436144588794974021571520670238116418191993270854100852860077998583293605270576892853875839922163705434433515299309554189163342351646945078734466874762952952851620125699132789397573656689802611067251274714998030835387128166502240131545574388656362292832500427389099371251112591691320800950462142185500131032069432150112981609834774854296950663903896979984711003205948027981301735235737877365798699420815589698482896461015175204862362848216856995152145102962159172435403086847607663687920243628483864221655940503384521604519072352763446223312087798681738226071976259741074348367056654774658494952754476916780188544923485108939400970655273656235442230166428478031199935686710790892958767110530060799995968746669335023037309042725614518267330174569641844857599266624764126203451714879780049232706343232337030684903582116163292315237347212696080474387709887244079579452908029533324293600422395000590996119566536758073948248239035693781055032745761424800391790594648827287614616820665866647144510172280490881561362984071178133547958922370079607098608205331665112175159789324057044064992798243081717202584995143799375528001034116397546832116094013835085348737785329263489,1,1
761911057076439111257366251397661437791840454392388188406278147406099101478662905329947558923282592890577262879525072157772048363643263970349949543001200242966823461180832850071970782901789772974386557439912104999246810586165002594957972872409682185996622647181748142517963899606285819080894451957370700931825149695982027486708744926902218733085999803862727818980787276409614038923848933142392355655769245103261071534006703694693402111471963944030122791032920237493724379992776049036092029085493021642625139445498627384703742919459703370648430620949900199229069435986016802797118241694954102185197412314435164395167232166727122168537265293950336859840990174074265410149525397257224083813172322102972149031607091598695610060493640946867186931033299988504347236890053940903754507604493832714514796893845614663962744444279506306981719555067563109816465632768056506545277010340314054547009018536298682474088515739322145168628168362131910204315347337042816228152893795877915759214186592372068526916129179101402796916671187102629446104173727756688556301596383711788866590171587333783177164505962998268073734496001064775996143445802783409499993381200114212425167523272034885971009620180613490457901702222986244311944560372682079859215810417,1,1
913699632247600264720846280449170390727154409137157532724739007659848393193803598186583905681853122656148307105721352013140780557227199685967183463113305712538692187278300590752023657395888122183446197695479955561430393026333855298412105061945108313864199419216312470188945967099925413141977507359971263247328981003430000390200581817435736652154653912862988829294928625653602540936499448986674666762239038795633983922776065051868988928448617208720873646292596798804027854917459105051711200582268191566418896091285877007144567811483079436544754316940646207258979542448471947160060776110563923811001915779142602103278242487227199956423498832001449327137592212006534140171865337108059648758331439013802652174961859249624821199048698805564474984861702321659911064698329902896740153442128801196270139076900778210879114044422341410369884864255654677654345711523548749951497703367563597360595918641462919691805946224618712945276094184633144554679231004318235861866108120802057422342314326305764197900394445440475284250962501486380088252322533788229478807909755384294907126267066114105152703846628201331113275769224210706286516147043880866150044769427994763477417969687673110043063162111492620240124001617247508094590600371173967917792307483,1,1
761912678275533211792269297202769993418504051089838296399148995071469196022731167170180806640122958758332851689551505914455716733990168964605983435587834595288807108387339452145605949753474129837482320313377382585468485954703672144039658321919644036089752755271877763288617523816147934937799459521784995741863944188968997356785748861422338651630908366414466204732932479769181531003897956478169721349855527854331417031874749717392041451715391844531457344317073281687681133973407645378396529467954906454757574747648431420962453855196927245183031248287650002030520506265551833184058067330104486688856568174973306769567823668367983635151381899429507658668393130142096299133476751659664915909368694230499117720626884220769240191322486471620482879128187950996620562940184937483797856488382849175566745421370773904631687865608683477550954255324863440853285473975027894673162481405117164318355578212171504759380944703393474314084212820056676839729804175769024590003680569710421673781043346461015014060480686516835974386758234167151639878872382440056961236774225390702643149206143848763807675239505173426277051848212881151336907287222003542065971544190918233498045020000038080688062923642473882852954396058845961074674138487780506800757962533,1,1
913701402600632681275613944154363631713800314214442550618670436243147229256682232565490050686061982382100035732949587049353524447804608566214619487562936068115176799954571901895886707503470855049580952496501523210313059195609126144587484917928783602357570761000907224861872104351413085461237554764210136289425893388056657703813595183833228029646890658782563624975909041889085454939756116272297751646694416005978758175770037629759086168199821117265521461366211234620358650607333157883004364898047370681010512123965705836608807733354618140877938450640439798595052515810161813232925327828413877420026763425012815933158879120057614648869815240189252501222593606189354679420864191286012840518656647772821021471423309382058985172383085482547228612913149501931961141775100866025731717181667156059434656853650045960689539851579222495297092589783229193747495458324693943608101637513012643229171298390188767720899748913734480672660628477268227587008465804400512078462948875307870350294690221508829234977784701364171728422007933271805246741499740376625864697886558709779166491847660371952112077411428367738988087259085151475677418045795315146423841006710096042043788530472006220041485565972032633176932694392040202143108678637696811218731464517,1,1
761914650685134710268998595954403085927121213818216345520542659415176539877832201458655211667621051217893821751205753821531327423561511837541476682751718464637167976950566992120809630050677858960982705614914701087554914894845115083443919711382701760930253629801708577345922092484163451983021336590642314847769984637434536665667467560091315068675387992365206056691990592959306236158069156647592671570120977269148229016261649945929078682134195569399929024166352350729289514279515983451393046635993708744281369906885176982751510456574156693704749087647708090593502803678505929508937179111591526196203148034303280217584395819995624779980421302848690706417535994396681761914183551939691215756466417168125726606309162391577632391679107927398643756568788247835766168103899788068553949176045716143548490683851675831267414373818338181904576075282909205508885259451634907614774186203841385852847481942099799306155095878579873310348990962270266732087671358833557979697530478572476952080960225136740580103875992569940899424540750808046083961417289644330075359684200041010656880629211747514313480501433833126468999994846859223967922316393973187291063693531806407267851509188612929333590053819785450959766127541024540193741221855117122010090957211,1,1
