n,subjectCN_count,count
914637478270016650604560750107702429472913088757890030591286471443366860004864624392477597639780394970089616878843489682468884860566038046260299936394509258710352378284902091988268413233354309681026150396145151471819599794500535492112212245688437584786702371829334016392126410440638187098030250138302229174295619507158549871232926620300276705832288225197282919011767195718615734493924992179784424027994026237503058166501389375479483375433000524071869866675248199713265173647038154304944868142382874579981619749453324100996369102684753946137177076397547092296642173305425700679621251196985942175010557383070996040669378178077869914106061335685441450460597015271015475045745795199437788075154638055878363801111584295036583050087373820396849679007707345332271175925216420804152348799739781267781937051844810453631263756095336078861501821915363069596144862092662849844030468468100187892674527258843527080035351023303371195259609474830245637178907803544486381762219204753637610762649667180157261744751357806246364129606492733470523289981756941548280552309744349965942167420550922605489772737984903405491102430786063007997312923324605834391044509316919974300367470030167207822268924015002779555680654635037366487364012657660394560948309563,1,1
762335082543843751656605443316493393409224354814033827269791616259938704936137534196249578385016571725050139013013071864831146066309513566817112396383495243527376587499307236360609632162636556290366119584696462838111372071608729119585943579588823849717430008932452001894563501146605572073397765338889556740317058525221184925246315907209096944613755433032565911114421477675801131269571378905897773058977695259910988351995486563959174553141543660207137960004495745734810938257157734485764700448639614792113690872724393910229338608103698097253155245461239577425405611424312698147643497868423676983556101340673164649881651065462169743397263758477990762684679503081919333097497311012041055599761392449247757354670907918766506801252284324379746388249313278879993431330757609399980713104440889178413884271603695301244098451912360602742310983535502280175655223229826539039896140447980576609128368392753604790001533319454153451453999740749525431893438594997073228620052945082186493385238132062346404025703761031432385685541541555873078315492304120355441797769993163192048263621844523840327490492605690742532383605895352712336833118147109710192125273177387124427114120707635954400951080073075495641337100352362116829004391784057332547712485733,1,1
914639281053799815696616713400271163796854421123304704450275399797051388884753838596179391863270965147245370791381957353147274457729309883620275474770832228724172399220479514618030997601904709709102840803395812929838295493362390111695550637868417690886511894159350953143262123618020284322777533782918784787935571751242230376154275671041778794656778348307137600263171979317691977745297144619688399881941729744397223986218305924529232551087782053658183084677618225835729433255179902887206923070425154563396016174600408798484893158485818267200231407351722086873411385271243140597666226046492419049306943802568799350943334154019097287579433556894647682662955376175806357788526874069624471729252077342008448263901828163064909156658846323622128336194532429645571559124238240244226002733424988303901568141908985216471472117525364267368458144622050423421739889162467804037459950381159602811915633879290903521063692746135451400095592330126392795639536786856898058606503127090559101527993225929959163985546318210407504149496416034981847888495762170844496154124515693661217776288686559336574074670968998735843623019523196160617146047365705669574040157626250681513226364173903989291760220703204390848021416437764552635203846021293348115746906809,1,1
762336312393769371234121937329084877956157478020938785379113601890243630967857053720131784722998851129085117111519031792746918741045664433903841061639556558228853350086351024372531073591724829806290676973073135314971934331973082317002223468738101814189011890802430012266103904579229012926132384013976060983030975899239836227713540149481349145428002335037099559899073962063856838413164375464051695558466756428186925570784072380074894941427776615155258786119401654826938284619641980855699028298297708376683119999950554402527100764152907950449125843503041755139169428754665791938469892003486428822886247664801783680973651299605241451439187891801389366447041106571055003484814071136782675714398508531131286445243385612940866502539044183741749604852256216730127275428145554541945381448418310126347464735889652815300872212360072777979961884309586423891131869217710467187241018803629435533696055941507373288879091729365016916746573529064320251278974912994214830453168520992234353199884983388629853703996001830732391401677221302725616114186392813157956796513260391655601572601682142395022337437117503114569024370000396551769660659353252322738560620718168729128398881034650909708397440307989098065113903735894806119358265836962937687453072527,1,1
914641716235259035973769879469034785310449112353179568725302858390491795719139672574047246266194972961767606495983569906369483313445204077258949844192600933833030998800556714949128402620913125815889520976372117504403917048648263164903549482396364533267483197656651405893873863736062956196625881039131300740163122549342826644264351413082017303663403118042980800765926141977986965208961690003554449815104708176376310702812873998320502589683638838511420796362644255962803970988492341067224255420067928976170655655005269965032954340558689993831092605110134130706331302878395539026627539997018113573622740098420573876225268177296542211038369798777127995363201248592161044371099116241587670491457077530937786803617017769541385200885816852479632734273715213553121431446065927973634879066358767110656042314480317250570382566823247146283861472288316674122335543200393343645722440605090236811688593695163184858653466060222283484579920777960678054832908040764770587784064389485502348013064918915976917319012949567560341518973865278322609183226098427374377715144599231796284500176263879618365633821248259037536717688411383193674868445084887764107815425488182057189898585509285308475647194100419971907328937536530570331323601060036893862152047389,1,1
762344786070065890994434271478503964233767166049321366932508061431646703013869042301878100329681926233715526794091110746804780048457072275809428039581202810509383747243980969939595913946196165281070804321479721988709193399000625826310690824415832086112860938129858979667445133070545444571817997284462624815960747107153630296772652764560079350854063142662023892684332493098827260574819912209050639494442766716869703413602384124655296026419054573310848746500952178510582754638044033225073213196482207614211398426059975422176175138954503512721873448546750248881129932248273890702916608119230131342971522294656752054699407812617571555186347159331627083170252706995691400751657687323234355963913824602140630730615145342717419614643001266328567806251586064086679069364494127646076989387749704394586032324897434373923417613471446518872668250203334750758864349272605637130660459721016489257156449628624903526812011576763844811066508152179976928745678394423240964874886844656997569168092494829498900175534929015496026666711440371687043705368029374272098690077941401269893537992838556171524438096530702958444971466880766135760076310222335712513891506308242047195113740523547359093586388476901672443273588254110568617821717609467202614808314133,1,1
914642267873739971616497154222562676110730073618039812977529440959787601490481202209440803574461308118316743996523116228632286624711440119337067554101986886568762189032074772004506847727594228016862377841061714454789565453688956288628027739149417460187451844319204175493072881507771484284205957831871001157990493019256964710976558749320324745471547319845336383619426787959096127777773141152229417780118069906068306261265922448019406463611377902181163580724236547604338883950218641118574896053063849069068661038037921020967874510843733038648625018390804024004244145290400263552230063754546821494448676176998828441600335989104045435346182348388311867706880313875391255505650036172794906810314262595779264211144665057525536064681863790625987009108181060240080339412546724895604079149126573775697196067395240060229307334746369414619388856800123787254185625387177874756652011297923407776596323867529050412634293650102218061651870163487311386337769424919924657631548367614682997227597055333263907331028606558874895940158052590843805868198073117352172440210184695416382738627451736456762819453929212240693870937271222466379253557189742133646673002810693266916067426098318592890447142694175128472550297083420578021574825219825932951127976623,1,1
762346224456436870264786125094197636307267823856134199896021067316293849407981224640086502036467601544078938249374022398312784736998223075196104830461796197260627130436294556373929705365708142315074375308505470639640522299562679784705945127269598606044805809584966583349490290419442575878728167699569308356615010792175914634299841913543446351700387936794211740760752916376778693278251693286403781903994029396179097345753543518497417431813401481188768842153471802052716727370810719786308325477225407446127994469198410185382643883572760435081469537411443266230845853627659099419720642360216275746925127084856642352495049429513148983595080891841044596454493650529512154102851987987561502019277137295497297878264839181859069130826272853682788507514583591098719709106331478145636431471941782543214655811220495504975363501239870799843898207470022288275677023053021487284159005781595959773965468113659892438952530237234381749707583931493455326664980329541864364899538128803840619595673481863827770338145547933088647534644196148168979849824368969432266385529496507220634509339291488383815809521172881956429074904088915188116833215689818414222959762979038500955854927041967528329097421155937207206232793736571617048226293899581968644394741239,1,1
914650805897762916817193400519160234266859772699813795458066731213771977188758757759934490880681692791660506011874956022716102821986961695954214341259942492444290367594206990840418610608892864163012054694728095503588294106282331645949662894691282160600625069451630765062293526363935375526890815975604385502494060023024354956787851951040907942685380240116130007971776488473747513038845188526551447211380356605737979422018656278507455587223024859373728115662966300728464388815150731596371019719591698509600883289352841032188203192965210525124122874893169833562792805651474292220592356840781815275508193701314730203076885669365813105905958490940922924206933032165225987864822086575644329403209156879723567303740437743801990228608118705484025158476505501610149735026778034497648109521291167534728086095615139038696476114830578268449599875007647722340379597185624594275435888943014748945138629254334934904007369960646323186492695947493055011024072340642892083032259203053958413568789096880984848665162758824045791288381989247178558294643340391421896877877582597592613593789864307480332547456410408417406183495483903147940256809557385690586832046444190347911811462883330786774919072093893276269364209561831459525866759303255899780004893553,1,1
762347483003447024342636997151270322009682729333452595881514604175649455246539000264459923328219244490907998138496328838547216930370660670849704146655398076773383406276080502415897919316740056017699377656583626093237804528414418032787042640699438190594783176898713320848624971020920682931358051367155801991227900748201957372895900021871249524909000154356493571548481284147669729445077963810916587984164147499410317296281012900496372531216246876847567650846271919004187957524500700637167458656249865278996043161572539180721879761174014642852446255030226943284661192065722682818008955209713449323674833527987522407283324163407103080359232809835414223976343473973020695722662556212128750109787636806015137094279390914519301985322172082028530521269915217509458265878976761863667171346606861617366590078381215274130156368722561724088211289679907449609908545975297352667120013344786491067231164436516760373228497893060328739440090409212201969748892656371668392827860556930670195193116765782186193557157504568993690592054670079574828246706347664257891155005060746549784419906562618969542569141367425758782029112675423950884760505439278875372103959068331596322393342496276177078089509127849920130757838472086341807714036229794673777019809967,1,1
914650823525332407871459110080013967016810853090831338923388954142676712934986837099245301731552333616798129175424331899442102505521941476663708461614707445835382495019494365602151647073995383394815374510300196906026274112952429506718039360963268380524403266830657663812573067857938674505992680810948631223261704538801909769491537566439990579950929201080764326038384204308177660417766626640259935261543797706811552573540115613362983763727826978600522636652962259752377555098231531197202102965483851465857276316129542191110451380762740263297173508584188165568013336129396572754356418610272220808598968352684548717178636502181431661290323503616496255745038906258572676700911013405104907408486823570440150603089446032866205410691942230046076318462770118929547747798872891234111074208873482587402189781645584622697290217756525468568119992630936388916532461905432519292328657127587532653888290834564902282547495110380870836952236806736346046574704778584177397977069135881107286048826576006607471748619823405735394377198583635398869144538163858016713915459734576747052591017251490304267737283792298343665942805091749207618234763958443201325677711666915529311623430831747907376123104503365918700968772392789030238984416973810712323443224499,1,1
762348034603277691683317244014972829725200827271769639117695521765137988734199749263869222062020314522867160382005195922038854769123121553021891000476122338171015940650155829703943344272853341923421429623462452217091067377265642085952936664111677958930613235262661763922969910983127254452730175399180774763846735900641948988471393355969779596087926958070430389308551187390802064344197349182490022839611666858853659114034884299696790613516234361218136489372572955729120602658330313624838566364055458246308384270799099955484300376742488610689239726613369016167168672658345304991659255366934787768931184006948816252990367967010120929753148392361818091919846882779322031550892468001182413834790925778043286562799106134749968559124747100251382836621827165654992814116687961561164944204728508489588016103850862734634507984346720062435163001288544671292058514745295210868726114057840819805949035961028799537335831183257277999413862304550049006685208997261706345815754794721048524610239517908780398731632538883261173320165848382695101111052939860781864586980153876897087772956109510964230857314289979602758563848698672032807440992449633901637514080866530607178939693076239645701749560936598480199003684844720532914457917815630781568883886389,1,1
914657557223291194541999433589155118170433868654268698080161588120502894935347599375549026550287660048338353189732938396487025672600908441780134564717622809033487763048098114395127644835801057717694410771979465226839156101730168679344369857318345407628666146763566233117795467739755660263101109233905878237272163335789357615427798950468361483462362405918510397452875740900071266834186192754377915312403660404225087869106181441955781653960936205092404474698059759888742351605425008052495941332137454970952408592055862215642536977270739686967288409476080570417385185618198632890507756930728192983179670089209570771449575820950155758711040944916193634878169883207841356226634515846865109970988705291518270068876694637408349822234780080272156221148563290983772212119532539812368753034022912058559158114489154492068322188071287695647403065091253777883400067152671489800931837757103234457655119815859364065461243880400883626295881563340908763803088899002863549786569141229782029140990976256972673057790120965032918050928694257623335578840893983419238914638679136561378836116437383842585443153132025481454781003900976886429627979776801452358685195316780715067373123355482585240641906036620454437162611520082678272455345921086564134077607433,1,1
762348127107046879886772772299412496174986494253318947327736339855434635260944988523925568830010965613032401334103010360878712571449080830319952008995466062891351647708112298787976980288102449538918203996324271887123090951352663085969537472807697214423657069812111073758349620745759182948573428866483922932358440960864752832879276588782392920771723149622778142117258898521897388059570015601292662443506494017151427324784390991319341390923502558532727676314603047911007753614022621789249054092667144626107885046209239281965367440041910442000408815743332562897946202218817502178306285262935943753832757978362570920493845986225587224388832776671392929566251974526794152728998867996825079333623698904895842548300604907905124730841916340346788060463398203615329396849748419559891768195968043118673629742259567209640741171847246109933378496593278985143908556356290158652856021040133310395117425341925435481064771496489136663504522628462348976258911240975380090165687596864512133642251002399968941399769407632950828016411882759804625580121379491338477405011928272749110687571261531296577558511702272123638184600622801426116001540705286478702936748296419801781255869037628219186811300308248155806565556088545736724250608113267281514826826837,1,1
914657986535479651709104143529917446879262928294519988642138626945358990250220246462913139594505283345063296469311637136863097978379295370905036543611084430412738960878235490987019670429919212030222974584959671665564899707300084094112665576280972505104968884013654252886317511302344265116889921429369067231269726469260177470952137667321787506246776096542815634445547845103911514480896012514516197846469328201838523333978384724681619814513180774579769094654113252764997248664784732538784256046696525685261272602160468826757292605573426121865753650827907035460545492790790287302575398854123380588112527999725900332969452172765845212827498200296715072544382367513984878135754964270272226788321995421832472703228974121959110441886124564097793780415686713213312278887256424310713995754589407624149896773694207653632417419394906064421133931101868281937980048336017514446046520410364304621552533343540055240058304530516018314901524853041665840078361930049862822348461520747892703865267564579668163370820699820483491729037289233725743401697835079762735370881688170062447164222185056645507613828934238622785799195643393149766938252075695664202586741603505847210575690923547244287059878198076713246160863976841488593301786140597563354241521481,1,1
762348657358638934493271534499147118950911243535571286602443681223268651863647276394316100027371860773455255576599316795444406588140915756072430603880782808343770483186371897485334132462182253872791598888275450421274485522673160005494748634072476367932199082003046087013712605234902337261646509649751601526555362886971324756592509173755346013148219519139901824936285172332018555577317419099292575104343189164103526631717478438495021741757802241426301457345226143932099208197166925908708814846902346942451505805310358623420190087786894282945728424400885244255197669535950847860329863206494515230694359403357392953982653202779122860843966427783523551154662452970510922740406801560431760487297924431779798305576214234428798233029025134455262002499730954507811574578147711561432465356724314626304217100911507278682958276658500270136723249770536636457482146913265298879780209074688794360325780344597335312513081439846726570735858787766230710374841997204220987389003339037699872704841542020703347646366428256118678073744097702809300870412285246092393402820127205724844704233376938133261986430678308269196876631854523182327599334174654662764257145173578607112643930049091974141846534626320370454769120079276899727500935945024489228512809749,1,1
914660236118384736623465990148264194116053728482434622310897064686875660386459744595879299812923446990235422743336159651380482713742193952260409261665609020788175432446336632287243005879871926139349312828950023304217203446265134771108075277892873999669081197436834013333122935305769817016073544250956991275952928850454516787625114960068679027181179103045046447895409766346462925776266421017520103309604045447301425635934733070595693991256487658268394578383700531599207780421764259209445521874273012107584172741499901276612388377193296485480221036848441560993096226807490921831860347218844734315176768575258532546687197902160146710708944867776507509212346327982280023194482580932151439912024093146611449771665864827794959323507485127981080777412253298517953122432016451172307407015799868848215386699956137494012956434913374766963251151361204394568683383590984338999061140012508319437514509696796145872955499057780899340781708916375593249271858066356544615598342331420041289048735615755845847423800380166670524797240946942133150054330373256950431310465107604989074589774317130548343971312026334908325821296526328865296833721880966645327094623118398585266669106266714942628432644053329849059727800933915693881461592671469874375420167503,1,1
762348667678411569770960378035670202235705658345276007404900813111818853843055623185698748213812109447734258461562139798642830220096322816076114500146046230221396786795923081533508372633249282655301278476941850472773664107627171207506751642852572133853938550530062016817047072335648837960817451999596452469431187785611970606355563700997270555988966403125082423487522273199543247847913780537051384870733147496784960509563144424420965650117189090157437038351952844515908652903578243270799542511418566011135893248573625840218861805548887244044941751872657061692485087304056847664262385976907170779392508188922935698700232967709134527540365712748092553903014168335387075953947807444756677701942648886417009170258744084507029320983460806272562884098245575873176013184051926020654888723159962613252562797955488156209188074328147461155195479639628489170350394074957888176684369582248586378829588715357502107472657171661027652078777544571014980776193583118600545538589258671636622551012026477511768872916425091171325059602445325520164806382956962439298411133160266368472007331174460903977055190214221618269548677466951929579537641500783080259553800186349769729523684497352738894838422168036051093539254113539980639574107956833571896953574207,1,1
914660519649906796889975653330602818785691616769029275593333505126354467719016021805603050010468560379967510950714103262877295354081796083618150759932482469158759307138099787470057459400949987371604648708443756804064554856443223217225240834003596374330568382105186025109504611167751809532309536015343526398024490821401363911574803908630686992582037708356354767550601647441749926056189274703092927515418987615922775572058640813160168446169577753816005525907685429205224148329169470998400751638964353094496077725382931092592119555811932725041054801191877353218043878712626677485027109858081805579358817836921372877159407015382644599833205438368446521876686548091062519129912770147084679780190602691657301111322187478738962107210647152498176167064711360692981745184589243274526812606761179150275631751468053877816389786099190477097562953704763645349699451658524251761600028851317208364628229849610724329061394927916736420910216346021621997560977611244422215987177244674621526813807209733046251371967810873168962577102396136537152491110209222331560692532359333190640514838865609204783395609707153025707329308864986773912114006838322905972997376782300795185709475703003106359568892734776581345503244449189700789559131098333500411175309257,1,1
762348763580246064775593606969103759773203984297920266723486170893250869623275879188454217167413355897965584250985353232627778470215316066757100000330284884278868887701608010841647462151917491992537711273308437948989391814383033253015204466593811852369069906435729808513671475851860432133299100136524030470594811057458081991391029257511430295220017664199907491424976105144185813059716982385583875053922993817886413072836092964285077380263540988257103931685610181927305408424234254135634241844868326787501027517170181089332739047541608151339811314968608460595684665655797169495731060944851965211606301365757841356764138336975527070485418446496128239310864769779070060185457810284999012160208202643371579756813682500360744492842015152400452638320081385497699032803366169204931830229517300979695493310492161511137972093412169535653353004655243048693880155685008382253613389918791080999986382651133957724064862025065871838850682340634727778079996535055205195190851338164749493345968450789295016318627729946873004647288005705326484393488564170669865300226159203901518179797413546090037290730269734178182368335724942258984659037199263249199565874856260509177836490037395959869021734255228268845226263207936016905776699191021038664196998953,1,1
914663899327210896688745029158037117918102324144512973709610319884191161812263474848787458501336996522896255364511186388315624017801445092416842281619907805914628347176236457015569231179742222568656261316062570957954980922936311109146852175928208262308016448990674216022642677832798291841970631217054198053959355497079070191717856310437219411944900541304849585003492341674449944156314088528653884363890685603342074089862643339542301650601333253052502408946402937663593332122539907739879336643163289588189497591729286545666928391884321663274787263972890105479863835472918872255289757580220540358823973567280163755134340240550509197425248863722563768946554500874351237561813341247369071460316069430705288523760240339054196420877702913872913221848108769889552092030136909483812547757268084367467560173396070443436165176859083764205740912920539339001289032491857539248113897357521311548937943055016545174559941639141349087173992595519118013645774814374084125839284612072739188059662803405818880997821556554073540914542238163578046209043045062691751100294050805622180184541225462571754073115511157445888831833784770821361701858130208151328490077754715606063154180570332777639956387635542009099583805478411855834190610616434175947690651439,1,1
762349253841725556697085543192791227115664170390638817719273807914856210742601143744715826450482817702667567698164700328356600753624679709468282263771576963528830598499522763731804457970061581443421021685768794966243910426414725593431736478321145712249245128894522318979782045277199972725197102637957960615943690712511066575091987239624038047893443049363623381426391242949053431218691849286724171293386487964324549203924601233455915208714571920351285913967482418231636803340288138311800855515092864916589459149022433991825435135262935838079197062677155633271105974673081645654716165234659244847453231917028922821733762460780342228590981909373841419370869008275000430388653697362791962668443523612222611575397998534010900119361532212054746409405924257725980226569020726714343243851477291522348401027496681686420300158108723357059419238377164884724460730340729904249685486122592937572821149824995692406487218153350762791532591753765787572845664404902265430781717430600169541670075953517438311149194499317785905777906361463268419692439661624936083644013325862664786361082250072903466056771432911293616825415910141626347767007009852933268458262138436637614915283825077012878833236246068682012228230112841384520553167374514429291730444111,1,1
914664394525007322748319502022334461967457245510807458349879966614195322824651702506508988414848809696783093278240779159344362184513983384139474779605994794447577632475277728078196125802221238441899596984433683877391509295186645766935007299315947050354371975946074353142901663027432750680118019602540883876672757229015917970664332145464963351353887215885524619094921558130523674699320388671963757241412937184548476935673488473196052268276100862070870968088489235902431033123478424252158746154628256926932874799800386045382006252637597023425035139114284887574991750429588777684250842461327489224227076586053285971589716820354661868309484733468188810425189131958082326452180746442698090064689146206871241040841164299512561099882320384137317445325190793126703083374421974633356931466416224106787677236678515547769020149175502990963186082688334848356178608813717223846543422665410781017528579025727908107774960925272888431489291142169750956866415243754310787725736972479527558023005280241676033458023207063472139229861906184329236301065193911350118449736369779668513427795935692483221031007284450357975677976205386932960951955090840287854901317047673561952186013636509577331660248210071063723502036963668458967655339731193032262104813709,1,1
762352131492531835050161341556922688325343553718363053591682718104036797931775475236339457787483372736758108360620117459051935545552592956183798516589528492688925174926249112979082538691993492263254099040566132803995096451838897116584530644616426779534345641798246502876306121685841799617604749413761632370382566164651379876492565328612890684783985385381294545419050391529526231612377840110853022536746477117289867572012547773392660216255116936855781232362747530434549291527273825992495911874463477171320099419836308067215538681051275897570390982146684952452932484809826291120144990995969521410889651038953412126706187916477026252966920926825262618836161999862685206782862487375109505071491996927987018499563031273733545835255274049688944836851762204152390043188339918494946966208914941375908377647552403005381756177532637203696656696404872557008623355150358712895567809650049520154714997055056738453870721307751562481832985313322421940642852524759944668438422544266169446361231019098612815135647848019382099411525116696753540238834952836845105675090165315288850262874690620231638619451285957537019438881743785308705217475026218004262476932566220916391686861560658527115869122592856628907258625897470442921842302591312941044117006761,1,1
914670189384345098249278230729624859160597767654183056184328904960138098813404482413025526682287734962860065307437605838347210348495471607603425765864325877331573661862836140926032672347032643765038498542586711048587916894427654178020957095184539753165447185167193913154131587879307411666959625514832245951917399635800917569847638590725440576081474648411650355335637770275041768484836012158835271640441745185638886284066903777090531889682869562090351102750330369429593722568951705123419606381665724868456041678299365380207360819616720533862295583432144020692145794436782970324491210613864141343040980083511998719849585831394048529615962600995274673552127439296129383854591517604788986758310243124574070656496751686009371017644245905947048279687131106059513348801355457315992802896170165358993333012751321672587476901128813190500487995637549775496093968128241640230368241098852655091726118855347421141023528188349785729426864565592303996093826158465736592335608280363379176938583550051839550925749450091205870683753335569495164631234944386301715425007057696283901341143591388499213958795899348612589218993783233137959474470349708290821602725510872635729814352577486212258673481915727857987983925471003829777083001484207083294550102421,1,1
762354269232553705993775937376105348923187595801564259940406627033222174982246201618554862932427857705006968856760954848630721002719413641990057746616096249027335870453978525498607015383814374609074405587453510327442301135275670206849055303595290446195612134614127820430709505377979591255093534612396161757605045114358540543785958021456964450302212206314042564874607713914459460130428994347751342544150282124760524665224753253908774111214934235378671636014048299525292231181043918175799416102481811715844390158841266843235293848611653757743122196508413674276503719098352664603721639708375826053693805291262115976517674021760020006501617308514136156647321478942139430300170456699014825715304855088777565032654590259582036278277843454753372850407017028790125392001975784281151264145376869992436014285006421229724543228858949258184876696634171674229818791592989870018490932257783253874566887545880503007774137546909552287392233891256780610996408004031372927665436481969479136533633976363107109911670105662681309281013125077946579091739396599469531662743403329081843359132547278847417440836772679327348600158812401675015729414840934212172063490413389375102382091011724103834498206824084350486826044004079693867664636642766680068784554889,1,1
914672251506395881658800625807026156927430308124289639116873928902805529158234844862623765747616537172953190473595093027691727671288740633094132452038022476460394019900777035847021593631984763826911418890817983694634781683017564968387255140979146798620162976779731654559753301303324856261193768984340543070856730640080843692545992457204841138581188389325453941984169139161711946922626468898038554051248103361287709986325041323935568382453258910413697678404775996704867543433397032826132051060740050394997539381178037444553925149727175831062877088276825432304187961094543669280267719623988292111732594703225913170649469275699705920321126840282628483296754181679414874767471997886487917144729355597274384396813723478823714829267771696218139876762749403123629110594765606757524747742287090993795357299178528269565326975863533495783510334743698399415858168185192299046427261707056070080772759117176699222041382349309349262672777757962883364475778940718903315069924644378142366986119555613913337344130365016596258279369920090252347287058659475341110854654384944091917976048656386042441155673672439324062980942291031370159679042453504654891979563843486581209296939805423555740857695611693469049438511208637310679438282990592990405721314523,1,1
762354371902976452424032699341713042729222334003325430971877576650649313253842810733779850684329478250617005933371805110797392732516994529668761207477327693646636226388677022707451968227004829999678271233831189958543972293314412848885882110241065344915473883601644047175324325913481125730164116035520751429370821576349360074088862104512766587223416779197625525822950857166129303771517206795064394880631081474890236942446518542218340419365819901129267249523144421706544432471357156440714572536095155030025367226157107056292875725235755708596815666413370231617246078280187503336559526827506109400458718112208974831745044212518290550980236618204901167426894389573186826645041007456830470972635489079688500263919731964711978267274578896134693720365605238356621662281801495900691263315487918080451130040008389462110822876650724095404874175584501815506897104492689805745388933002453636267826624377219161144097663363180391651725591127618370864802189418922859747510161197664449528586864259242244848438165605774024742247091368290415626182199391965122941265320403466579018111663936755778540466566376342031007615061438164827547337669644024824949235607236310649804975089075095330790714287638673105718587654354652199231861229818170287742061134973,1,1
914674309406091295089945452264664008857075899150803357995705171150139050638467180093445967405837386515231225260792373159047825138376009256356634577447610942663620055416679462184758012584890132683458082359435332431621055726086906228053731063411195754140722388770507717654602139521292268186401356435092740786864659561945967693395503243428976320777544489226819938296902093927309817093890260823257771666980269592195093076460733016031351769084196239653894140212444933352067536990492471183092473198516642762110082783304064765700894725899705291108704541433676450896013142893129978136081932618358899974050910243299262158834023912676648021319477012327566980772546613894457626730209986198240422627547816268580138635511290675505731272684400688656083191798382431616177398723222932239897890928848481230871628085100644317270822220521557184636649699487954011302878685127796174280483860291434631383804108447847503930127617618586491483511110361242850166874606520923161543477384298372301623475214091207199215568222756740620990862137123736079726106323437908464199921296371979141918082912800394339031907436480225975487439997056201282254718595707764892464528943533005158020625258645950004086339660169043726561227306861885808807878443295087867264888270413,1,1
762354543142551653096740192265183502523061636338848081622164808939856027702254789633469169252501156235659712754487938631572511504583391843139049354697705741413212926163201517938651538344410250950706389244888957830556947915369635113684030968987410788349819816359568809881313541194104150289130125116583882682039281882834375105584746640264273247233670946488432619537332087481305454572720093446304080825164117496631237200112089296480338500771688976001579214949008430820706709309176347504976402015586298111397384249569755368254500609005215348371080870472661232003300418781532815232176287124563054397723954044078979639465352262816121449813785643408016884113516650645071162275034808991128478417436428856826624557850239052859735060503732790331242597339696767233020139686182217667630256364772298539533275699429798002016248262592026459817140317303180633580379228649687821590140113695739544097912802023661495256881685996550573180410158985701974692222346465261527392057340144135373591743271102394273608774597417748083702846213609681058299792285644779724034031849022705765615149961557663072014441463669036631402329249127458594949414031989067254583438044455260124636250563300624949240055219577215378266317724859576326085034354353977642027844960293,1,1
914674538084095619976365778034946641024022317428585580592834720068387770021730192193542686555928357808548336674234787253771582063959261255861979923891526861517934552941106374665448463146596744259798822200141723478878501915118350728698963013626072853426034111720666011649120026480470065729013867290694989729671478815077399855415303817885691872264756247840270657838299386495028958072852776888725745606820276339957171989379895560949704096759599868645087580464372161825032521743201660943366824517611223729869978284722407424491668355536704721011097470107873496114544229735084903903648508391636224861359521566695811705360447476868200196813132758543841812036832079663212852277930717248211151581685186758981708364683792444208854939809449956824063594619023194676142393499673012028772083419772488151130481287840691499718979925938462224872364173141085942511612570855933849315243874619842381793693706594421943714544416998020240887682654451765202658044027120664219576884404085256679348256434240685032954803843929532792819823671678450900992349227924552374343429295170161423845762655624318909395796344536718088258063706727759327817229513362873354446624548698912477509723996565345566964256388925906195747184449411107160806446211907124313055242899619,1,1
762356467319386977097684782396720700353395342149142393571696206206963587801845961649262160763240467485547816195108688222043869922860591369973216699190687408679157232291368625592683198096873544660287469555726021051555915223316179961526629120501226425683749225343590108825674100552251591695004118815458558537728543223996246199337508819879766578476539271197779607257099146480878917903636139923537438527085337440270870732379260186304415152781431672172421991904778686391718269914756018058359473335518677201555970979594897601543045580474254904226789140265765380439531456316635819677186273912311749051107843056298643961369183936661013274166511143534290098826560853312813286403653836985976205290676283863070258560314520754866491348370702178287721948147281258558564406780835247079918126733655463145215122828104235585284539439681698235578372335286205149065356030991183470864277792439220106381625638399156760603109523279070647326678049514645671820913941228770737788082642490990942008424656231467848886102608821402939797132869918138187486176867397379433029392667725132121149510628175439249367625684175211684606572979381829158281168562996197595573928007001899907246272486750122665612896096703831509582220083797809799195116397048271450446749133263,1,1
914675075636795998950026257175355519283841598271729526094230985043818230227869897422976051223751748227941467052560856442824698711706317792844435782724908901462801069198822691983035124701294274023134407093985911177775628291285980063420913443367337560192479132985615739653000594158677142769475047996881728456785330594818259003914838559338995821787040268384197249389927376770559574442377543087034758817807022478262421372669809286761462172069680133974263511140108052598223450913485609917273214983386878566076156882075456838867509913047697767439744337271806502035942973643348876831540959436689110605656360508708181600595290245230289010869650749541318499336447396801658968701741312518350999038267076716968726917209799430935540064372612740142655895569638244755311423061618552483784528904476965951824037165115067005655171171125376208746163003463384134530971204096997645112499145802868284127079687277685659333657746962573073142163480644338429628666831160553420672981224967323718879565733390827522657645981671233713904938200711855079940038207459742981356025662541632718895928990029996718914255515947644392467839469008693498902165214237742335762387505918724506662103826682739761819205694815314282520544899619046653589292340106336810729638082971,1,1
